Cliente,ID,Gasto_Mensual,Estado_Seguro
Matias Huemul Salvage,945925X,77316,APROBADO
Matias Zorro Salvage,299466X,208503,APROBADO
Sacha Gato Austral,579461X,899099,RECHAZADO (Riesgo Salud/Financiero)
Lucho Nutria Salvage,959349X,409122,APROBADO
Matias Condor Austral,132416X,863005,RECHAZADO (Riesgo Salud/Financiero)
Francisco Huemul Austral,189015X,240048,APROBADO
Francisco Perro Sigiloso,353917X,732459,APROBADO
Matias Nutria Sigiloso,209840X,555517,APROBADO
Sacha Leon Audaz,446921X,864628,APROBADO
Juan Zorro Rojo,100075X,447457,APROBADO
Pepe Condor Sigiloso,680855X,323262,APROBADO
Lucho Ballena Salvage,690253X,55438,RECHAZADO (Riesgo Salud/Financiero)
Juan Nutria Gigante,754016X,869857,RECHAZADO (Riesgo Salud/Financiero)
Juan Zorro Noble,90231X,342872,RECHAZADO (Riesgo Salud/Financiero)
Francisco Zorro Veloz,751554X,806553,APROBADO
Pancha Ballena Veloz,998068X,329806,APROBADO
Sacha Zorro Austral,515985X,707762,APROBADO
Lucho Huemul Audaz,980108X,349669,APROBADO
Lucho Huemul Gigante,878363X,894852,APROBADO
Pepe Zorro Audaz,172192X,244143,APROBADO
Pepe Nutria Veloz,751017X,492546,APROBADO
Sacha Perro Veloz,746117X,427787,APROBADO
Coty Gato Rojo,809248X,893577,RECHAZADO (Riesgo Salud/Financiero)
Francisco Puma Rojo,201582X,393893,RECHAZADO (Riesgo Salud/Financiero)
Coty Condor Veloz,174939X,627860,APROBADO
Pancha Zorro Veloz,580814X,27014,APROBADO
Coty Leon Rojo,321713X,666183,APROBADO
Pancha Nutria Gigante,771264X,306353,APROBADO
Maria Gato Rojo,106830X,27611,APROBADO
Matias Ballena Noble,746686X,632949,APROBADO
Pepe Condor Sigiloso,665164X,447278,APROBADO
Pepe Zorro Noble,566512X,588058,APROBADO
Francisco Leon Audaz,925090X,294083,APROBADO
Coty Puma Audaz,491153X,818928,RECHAZADO (Riesgo Salud/Financiero)
Lucho Ballena Audaz,214037X,867490,APROBADO
Lucho Huemul Austral,550417X,531021,APROBADO
Pancha Puma Austral,304354X,93108,RECHAZADO (Riesgo Salud/Financiero)
Matias Puma Audaz,507933X,844729,APROBADO
Sacha Huemul Veloz,400548X,647104,APROBADO
Pancha Huemul Rojo,142134X,467235,APROBADO
Sacha Nutria Austral,444756X,832699,APROBADO
Maria Ballena Austral,328186X,227772,APROBADO
Maria Leon Sigiloso,626903X,384383,RECHAZADO (Riesgo Salud/Financiero)
Matias Leon Noble,518803X,250642,RECHAZADO (Riesgo Salud/Financiero)
Pepe Puma Audaz,56088X,225939,RECHAZADO (Riesgo Salud/Financiero)
Juan Condor Rojo,159492X,211416,APROBADO
Coty Perro Noble,831489X,587230,APROBADO
Sacha Nutria Veloz,19690X,27247,RECHAZADO (Riesgo Salud/Financiero)
Sacha Huemul Veloz,669735X,155748,APROBADO
Lucho Ballena Sigiloso,818740X,115518,APROBADO
Pancha Condor Gigante,659111X,598308,RECHAZADO (Riesgo Salud/Financiero)
Pancha Huemul Audaz,393375X,387383,APROBADO
Matias Huemul Salvage,622261X,86236,RECHAZADO (Riesgo Salud/Financiero)
Matias Ballena Noble,454502X,361351,APROBADO
Lucho Condor Rojo,548638X,399341,APROBADO
Francisco Ballena Gigante,939360X,589467,APROBADO
Lucho Ballena Veloz,216954X,725593,RECHAZADO (Riesgo Salud/Financiero)
Francisco Huemul Audaz,306977X,274325,APROBADO
Coty Perro Noble,487322X,527581,APROBADO
Matias Perro Rojo,815166X,779336,APROBADO
Lucho Nutria Veloz,200582X,550674,APROBADO
Coty Perro Gigante,970752X,856812,APROBADO
Francisco Puma Sigiloso,97447X,154713,APROBADO
Coty Zorro Noble,351206X,400636,APROBADO
Maria Leon Audaz,119659X,374405,APROBADO
Pancha Zorro Veloz,67206X,710960,APROBADO
Maria Perro Rojo,762337X,805442,APROBADO
Juan Condor Noble,528502X,471839,APROBADO
Lucho Ballena Audaz,962136X,513356,RECHAZADO (Riesgo Salud/Financiero)
Pancha Zorro Rojo,588004X,146125,RECHAZADO (Riesgo Salud/Financiero)
Matias Condor Rojo,775241X,369832,APROBADO
Maria Zorro Salvage,998641X,50930,APROBADO
Pancha Huemul Sigiloso,874325X,590368,APROBADO
Pancha Leon Veloz,827943X,411327,RECHAZADO (Riesgo Salud/Financiero)
Francisco Ballena Noble,141598X,179271,APROBADO
Sacha Ballena Sigiloso,844263X,264756,APROBADO
Maria Ballena Rojo,827219X,220908,RECHAZADO (Riesgo Salud/Financiero)
Francisco Huemul Gigante,661327X,282412,APROBADO
Lucho Ballena Salvage,25689X,446822,APROBADO
Sacha Nutria Rojo,931761X,308883,RECHAZADO (Riesgo Salud/Financiero)
Pepe Nutria Audaz,277250X,640058,RECHAZADO (Riesgo Salud/Financiero)
Maria Zorro Noble,907890X,141340,APROBADO
Matias Nutria Veloz,42170X,340239,APROBADO
Lucho Nutria Audaz,728664X,872529,APROBADO
Francisco Gato Sigiloso,749069X,505118,APROBADO
Juan Leon Salvage,770249X,417638,APROBADO
Lucho Nutria Gigante,588823X,279022,APROBADO
Lucho Leon Rojo,284537X,523125,APROBADO
Lucho Perro Audaz,197203X,284908,APROBADO
Francisco Condor Audaz,165794X,169535,APROBADO
Pancha Puma Noble,332106X,743264,APROBADO
Coty Condor Veloz,869647X,270339,APROBADO
Pepe Nutria Rojo,93358X,705541,APROBADO
Juan Condor Noble,746823X,544450,APROBADO
Lucho Huemul Audaz,492700X,874875,APROBADO
Matias Condor Salvage,58500X,742348,RECHAZADO (Riesgo Salud/Financiero)
Pancha Huemul Sigiloso,742531X,682752,APROBADO
Lucho Nutria Gigante,958129X,626380,APROBADO
Pepe Ballena Gigante,388600X,633467,APROBADO
Pepe Gato Sigiloso,204361X,546628,APROBADO
Maria Huemul Gigante,601343X,704351,APROBADO
Matias Ballena Sigiloso,44227X,326334,APROBADO
Matias Nutria Salvage,183910X,770979,APROBADO
Coty Ballena Veloz,932655X,898130,APROBADO
Pepe Gato Austral,854080X,438339,APROBADO
Juan Leon Veloz,855070X,352612,RECHAZADO (Riesgo Salud/Financiero)
Matias Condor Austral,487664X,325133,APROBADO
Juan Gato Noble,819693X,859223,APROBADO
Coty Ballena Veloz,930034X,769187,APROBADO
Matias Huemul Veloz,432925X,715420,APROBADO
Pepe Nutria Veloz,35264X,313577,APROBADO
Pancha Puma Rojo,969904X,501590,APROBADO
Lucho Huemul Noble,179394X,697775,APROBADO
Lucho Perro Rojo,736660X,260087,APROBADO
Juan Condor Audaz,794597X,891907,APROBADO
Maria Zorro Audaz,273591X,226874,APROBADO
Lucho Leon Audaz,813966X,487126,APROBADO
Francisco Ballena Salvage,413357X,820509,APROBADO
Coty Gato Salvage,553319X,701363,APROBADO
Maria Gato Audaz,40703X,100243,APROBADO
Matias Leon Sigiloso,383526X,838486,APROBADO
Pepe Puma Salvage,284934X,833433,APROBADO
Maria Puma Audaz,602454X,428467,RECHAZADO (Riesgo Salud/Financiero)
Matias Zorro Gigante,783707X,790640,APROBADO
Sacha Ballena Rojo,996631X,383481,APROBADO
Matias Nutria Salvage,386747X,254866,RECHAZADO (Riesgo Salud/Financiero)
Matias Huemul Audaz,373649X,331826,APROBADO
Coty Nutria Sigiloso,403631X,806167,APROBADO
Lucho Huemul Audaz,49060X,401259,APROBADO
Sacha Ballena Austral,590997X,830631,APROBADO
Pancha Zorro Sigiloso,328858X,535675,APROBADO
Francisco Condor Rojo,48373X,274139,APROBADO
Juan Zorro Austral,523661X,519236,APROBADO
Coty Condor Noble,192803X,199720,APROBADO
Coty Condor Gigante,212321X,838282,APROBADO
Pancha Ballena Sigiloso,778384X,53266,APROBADO
Pepe Perro Gigante,650602X,380549,APROBADO
Lucho Perro Sigiloso,836814X,486406,RECHAZADO (Riesgo Salud/Financiero)
Francisco Puma Audaz,747835X,810018,APROBADO
Coty Perro Gigante,567147X,433547,RECHAZADO (Riesgo Salud/Financiero)
Coty Perro Noble,197910X,262130,RECHAZADO (Riesgo Salud/Financiero)
Maria Zorro Audaz,269454X,664113,APROBADO
Matias Nutria Audaz,183395X,170313,APROBADO
Matias Perro Austral,495216X,377011,APROBADO
Maria Gato Rojo,226364X,856738,APROBADO
Maria Ballena Gigante,839084X,323950,RECHAZADO (Riesgo Salud/Financiero)
Juan Gato Sigiloso,348805X,871872,APROBADO
Pepe Huemul Gigante,543988X,397831,RECHAZADO (Riesgo Salud/Financiero)
Pepe Condor Veloz,169825X,501052,APROBADO
Coty Huemul Noble,857481X,124722,APROBADO
Lucho Ballena Austral,814201X,785898,RECHAZADO (Riesgo Salud/Financiero)
Juan Condor Salvage,790337X,721899,APROBADO
Maria Condor Gigante,90416X,24143,RECHAZADO (Riesgo Salud/Financiero)
Juan Nutria Noble,240002X,454322,APROBADO
Matias Nutria Audaz,735904X,542288,RECHAZADO (Riesgo Salud/Financiero)
Pepe Huemul Noble,48831X,34236,RECHAZADO (Riesgo Salud/Financiero)
Coty Zorro Veloz,415639X,136444,APROBADO
Lucho Condor Noble,296274X,657735,APROBADO
Matias Gato Veloz,195226X,637524,APROBADO
Juan Perro Salvage,212352X,95228,APROBADO
Pancha Nutria Audaz,209889X,340379,APROBADO
Pepe Ballena Austral,818723X,207378,APROBADO
Lucho Gato Salvage,529505X,768025,APROBADO
Lucho Perro Veloz,654721X,288104,RECHAZADO (Riesgo Salud/Financiero)
Francisco Puma Rojo,485907X,645241,APROBADO
Lucho Nutria Salvage,535200X,588148,RECHAZADO (Riesgo Salud/Financiero)
Juan Huemul Gigante,509812X,280581,APROBADO
Lucho Huemul Veloz,592386X,311256,RECHAZADO (Riesgo Salud/Financiero)
Francisco Perro Austral,118876X,693645,APROBADO
Pancha Leon Austral,45843X,640904,APROBADO
Sacha Perro Sigiloso,720645X,253723,APROBADO
Francisco Gato Austral,565404X,652016,APROBADO
Pancha Puma Noble,845532X,554989,APROBADO
Maria Zorro Noble,728102X,278129,RECHAZADO (Riesgo Salud/Financiero)
Francisco Zorro Rojo,894649X,473604,APROBADO
Lucho Nutria Gigante,268955X,702821,RECHAZADO (Riesgo Salud/Financiero)
Maria Zorro Austral,309159X,169121,APROBADO
Pepe Puma Noble,376679X,569051,APROBADO
Pepe Nutria Salvage,634199X,675065,APROBADO
Matias Zorro Veloz,717162X,100443,APROBADO
Maria Leon Noble,824601X,39339,APROBADO
Lucho Ballena Gigante,454285X,519157,APROBADO
Lucho Condor Veloz,646886X,453203,APROBADO
Sacha Huemul Noble,749664X,618293,APROBADO
Lucho Huemul Sigiloso,617833X,671604,RECHAZADO (Riesgo Salud/Financiero)
Matias Puma Salvage,133347X,880297,APROBADO
Maria Gato Salvage,696247X,63573,APROBADO
Juan Condor Rojo,477259X,347981,RECHAZADO (Riesgo Salud/Financiero)
Matias Zorro Gigante,585811X,116718,APROBADO
Coty Condor Salvage,618717X,90888,APROBADO
Juan Nutria Salvage,392484X,236288,APROBADO
Francisco Ballena Gigante,30580X,494643,RECHAZADO (Riesgo Salud/Financiero)
Lucho Leon Noble,736352X,130617,APROBADO
Coty Perro Noble,634133X,389487,APROBADO
Maria Puma Veloz,366274X,277532,APROBADO
Matias Perro Audaz,17382X,96052,RECHAZADO (Riesgo Salud/Financiero)
Lucho Condor Gigante,99072X,862317,APROBADO
Coty Condor Rojo,389812X,164318,APROBADO
Pepe Huemul Austral,238462X,376693,APROBADO
Matias Zorro Audaz,847578X,593885,RECHAZADO (Riesgo Salud/Financiero)
Maria Puma Austral,25408X,387267,APROBADO
Juan Nutria Audaz,896149X,256663,APROBADO
Juan Leon Austral,173439X,732943,APROBADO
Francisco Perro Veloz,445220X,845567,APROBADO
Maria Puma Audaz,120810X,648172,RECHAZADO (Riesgo Salud/Financiero)
Sacha Leon Veloz,451942X,543700,APROBADO
Pancha Gato Audaz,209024X,730127,APROBADO
Francisco Gato Audaz,573928X,789755,APROBADO
Pancha Ballena Veloz,764204X,343341,RECHAZADO (Riesgo Salud/Financiero)
Maria Leon Noble,192052X,689314,RECHAZADO (Riesgo Salud/Financiero)
Juan Zorro Rojo,329078X,795215,APROBADO
Pepe Ballena Gigante,174685X,461352,APROBADO
Matias Zorro Salvage,270236X,509695,APROBADO
Sacha Huemul Audaz,653034X,56950,APROBADO
Coty Perro Audaz,323280X,678084,RECHAZADO (Riesgo Salud/Financiero)
Matias Leon Rojo,572101X,94841,APROBADO
Pepe Ballena Sigiloso,270511X,426617,RECHAZADO (Riesgo Salud/Financiero)
Lucho Zorro Veloz,343035X,446151,APROBADO
Pepe Leon Noble,472730X,316807,APROBADO
Pancha Ballena Sigiloso,803383X,608188,APROBADO
Francisco Leon Noble,491992X,397713,APROBADO
Pancha Nutria Audaz,349055X,836859,RECHAZADO (Riesgo Salud/Financiero)
Pepe Ballena Austral,425624X,76531,APROBADO
Coty Puma Austral,842820X,69258,APROBADO
Coty Leon Austral,225153X,832170,APROBADO
Pepe Zorro Gigante,457529X,703866,APROBADO
Maria Huemul Austral,330379X,575508,APROBADO
Lucho Huemul Veloz,20703X,236988,APROBADO
Lucho Ballena Audaz,304842X,60439,RECHAZADO (Riesgo Salud/Financiero)
Pancha Gato Gigante,700281X,816130,APROBADO
Maria Huemul Gigante,918051X,648453,RECHAZADO (Riesgo Salud/Financiero)
Pepe Huemul Austral,841929X,425412,APROBADO
Lucho Puma Noble,615844X,577370,APROBADO
Francisco Huemul Veloz,699997X,224868,APROBADO
Maria Ballena Sigiloso,820831X,135487,APROBADO
Sacha Condor Noble,421683X,753235,APROBADO
Lucho Perro Sigiloso,612013X,89663,APROBADO
Pancha Ballena Audaz,813534X,819832,RECHAZADO (Riesgo Salud/Financiero)
Matias Huemul Noble,116920X,46411,APROBADO
Francisco Zorro Gigante,733449X,479792,APROBADO
Francisco Zorro Austral,707660X,74062,RECHAZADO (Riesgo Salud/Financiero)
Matias Zorro Audaz,419864X,402864,APROBADO
Sacha Ballena Austral,139334X,409457,APROBADO
Pancha Leon Gigante,915524X,897501,RECHAZADO (Riesgo Salud/Financiero)
Sacha Zorro Gigante,150455X,484901,APROBADO
Pancha Ballena Audaz,379366X,891963,APROBADO
Francisco Huemul Audaz,689556X,284591,APROBADO
Sacha Ballena Audaz,392168X,94086,APROBADO
Lucho Leon Salvage,131879X,708983,APROBADO
Francisco Ballena Salvage,46262X,134299,RECHAZADO (Riesgo Salud/Financiero)
Pancha Condor Sigiloso,847168X,228080,APROBADO
Maria Nutria Veloz,378362X,251131,APROBADO
Maria Gato Audaz,590261X,76976,APROBADO
Pancha Nutria Gigante,77160X,236280,APROBADO
Maria Puma Sigiloso,830555X,808824,APROBADO
Sacha Leon Sigiloso,572949X,544047,RECHAZADO (Riesgo Salud/Financiero)
Juan Zorro Austral,742723X,852077,APROBADO
Francisco Leon Salvage,507414X,857589,APROBADO
Coty Perro Veloz,134476X,16496,APROBADO
Maria Ballena Audaz,420855X,18551,APROBADO
Maria Leon Salvage,694697X,316911,APROBADO
Francisco Perro Veloz,711241X,177573,RECHAZADO (Riesgo Salud/Financiero)
Francisco Nutria Sigiloso,212379X,511775,APROBADO
Maria Condor Rojo,60731X,432866,APROBADO
Matias Huemul Veloz,394986X,808255,APROBADO
Pepe Zorro Veloz,892893X,525307,APROBADO
Juan Huemul Gigante,668982X,232947,APROBADO
Matias Gato Audaz,72347X,138187,APROBADO
Matias Nutria Austral,894178X,899527,APROBADO
Pancha Condor Veloz,486866X,134260,APROBADO
Sacha Leon Gigante,692993X,376976,APROBADO
Matias Gato Gigante,373083X,298310,APROBADO
Coty Ballena Gigante,174613X,214141,APROBADO
Lucho Zorro Austral,411941X,272646,RECHAZADO (Riesgo Salud/Financiero)
Lucho Leon Austral,626743X,851293,APROBADO
Lucho Perro Rojo,664891X,778476,RECHAZADO (Riesgo Salud/Financiero)
Coty Condor Gigante,380382X,475854,APROBADO
Sacha Condor Austral,289495X,16482,RECHAZADO (Riesgo Salud/Financiero)
Coty Perro Gigante,288239X,771578,APROBADO
Sacha Perro Sigiloso,1997X,69486,RECHAZADO (Riesgo Salud/Financiero)
Pancha Ballena Salvage,976788X,559706,APROBADO
Pancha Nutria Rojo,60272X,842476,APROBADO
Matias Perro Veloz,768513X,809556,APROBADO
Coty Huemul Sigiloso,757882X,795556,APROBADO
Juan Puma Rojo,593158X,771872,APROBADO
Lucho Zorro Salvage,29561X,786284,APROBADO
Coty Puma Salvage,966408X,492832,RECHAZADO (Riesgo Salud/Financiero)
Coty Perro Audaz,295468X,601820,APROBADO
Pancha Gato Gigante,507220X,808451,RECHAZADO (Riesgo Salud/Financiero)
Coty Ballena Austral,789047X,331956,APROBADO
Sacha Perro Sigiloso,582527X,819771,APROBADO
Lucho Gato Veloz,947368X,742087,APROBADO
Pepe Perro Austral,33467X,342969,APROBADO
Pepe Ballena Sigiloso,105676X,665365,APROBADO
Pepe Puma Audaz,28445X,528837,APROBADO
Sacha Zorro Sigiloso,323228X,80923,APROBADO
Matias Gato Salvage,359024X,62306,RECHAZADO (Riesgo Salud/Financiero)
Juan Gato Sigiloso,937148X,270695,RECHAZADO (Riesgo Salud/Financiero)
Maria Condor Rojo,205011X,550102,RECHAZADO (Riesgo Salud/Financiero)
Lucho Nutria Sigiloso,750892X,334953,RECHAZADO (Riesgo Salud/Financiero)
Pancha Zorro Veloz,25856X,692712,APROBADO
Pancha Gato Sigiloso,464232X,503319,APROBADO
Lucho Ballena Audaz,116633X,460448,APROBADO
Pepe Perro Audaz,71419X,128958,APROBADO
Pancha Gato Gigante,584325X,704136,APROBADO
Pancha Zorro Veloz,651313X,559484,APROBADO
Pancha Nutria Veloz,458994X,789938,APROBADO
Francisco Huemul Salvage,197503X,415828,APROBADO
Lucho Ballena Rojo,401207X,624344,APROBADO
Coty Leon Sigiloso,719612X,615378,APROBADO
Pepe Gato Noble,267253X,100618,APROBADO
Lucho Huemul Gigante,684227X,559373,APROBADO
Francisco Huemul Rojo,750102X,448516,APROBADO
Francisco Gato Rojo,89491X,412626,RECHAZADO (Riesgo Salud/Financiero)
Sacha Puma Veloz,719958X,376979,RECHAZADO (Riesgo Salud/Financiero)
Matias Zorro Gigante,229325X,274252,RECHAZADO (Riesgo Salud/Financiero)
Francisco Condor Rojo,870624X,235391,APROBADO
Juan Huemul Austral,709232X,656334,APROBADO
Coty Zorro Salvage,370028X,821842,APROBADO
Francisco Zorro Veloz,683461X,46666,APROBADO
Coty Condor Gigante,606024X,484178,RECHAZADO (Riesgo Salud/Financiero)
Pepe Puma Audaz,303514X,697020,APROBADO
Pancha Perro Gigante,302262X,184944,APROBADO
Sacha Perro Salvage,451991X,820032,APROBADO
Francisco Puma Veloz,726781X,143045,APROBADO
Maria Huemul Salvage,942629X,506617,APROBADO
Francisco Gato Salvage,616201X,614940,APROBADO
Juan Perro Rojo,268262X,659658,APROBADO
Matias Perro Noble,848080X,440635,APROBADO
Pancha Ballena Sigiloso,740591X,437496,APROBADO
Pepe Gato Audaz,88272X,142978,APROBADO
Francisco Zorro Sigiloso,221056X,792120,APROBADO
Sacha Puma Gigante,133737X,229009,APROBADO
Francisco Condor Rojo,867906X,782867,APROBADO
Juan Perro Austral,432275X,248226,RECHAZADO (Riesgo Salud/Financiero)
Pancha Zorro Audaz,49542X,589440,APROBADO
Matias Puma Gigante,740200X,563393,APROBADO
Juan Puma Austral,420126X,572108,APROBADO
Pepe Condor Salvage,413859X,409917,APROBADO
Maria Ballena Audaz,597417X,826073,APROBADO
Maria Huemul Rojo,449087X,279631,APROBADO
Matias Huemul Salvage,61725X,427897,RECHAZADO (Riesgo Salud/Financiero)
Lucho Gato Salvage,369160X,153365,RECHAZADO (Riesgo Salud/Financiero)
Pepe Gato Rojo,866075X,169104,APROBADO
Francisco Ballena Audaz,140962X,130443,APROBADO
Maria Puma Veloz,383133X,819373,APROBADO
Pepe Puma Rojo,552373X,383266,RECHAZADO (Riesgo Salud/Financiero)
Francisco Puma Salvage,574138X,594692,APROBADO
Coty Gato Salvage,919256X,115993,APROBADO
Maria Condor Gigante,838091X,473632,RECHAZADO (Riesgo Salud/Financiero)
Pepe Condor Noble,535266X,295778,APROBADO
Lucho Perro Rojo,403563X,765845,APROBADO
Juan Zorro Audaz,244563X,874481,RECHAZADO (Riesgo Salud/Financiero)
Pancha Huemul Sigiloso,815408X,265061,RECHAZADO (Riesgo Salud/Financiero)
Pancha Zorro Rojo,771164X,636646,APROBADO
Sacha Condor Rojo,184155X,210722,APROBADO
Juan Condor Gigante,2881X,415812,APROBADO
Juan Condor Noble,398123X,296405,APROBADO
Pepe Ballena Sigiloso,559942X,802089,RECHAZADO (Riesgo Salud/Financiero)
Lucho Condor Salvage,536525X,809769,APROBADO
Pancha Condor Gigante,280822X,859709,APROBADO
Maria Leon Gigante,280453X,26872,APROBADO
Juan Ballena Audaz,399720X,535894,APROBADO
Francisco Perro Audaz,962659X,138327,APROBADO
Sacha Huemul Austral,679293X,240702,APROBADO
Maria Nutria Noble,300894X,132355,APROBADO
Juan Gato Salvage,79994X,219281,APROBADO
Matias Puma Gigante,77193X,497251,RECHAZADO (Riesgo Salud/Financiero)
Pancha Puma Veloz,553363X,135680,APROBADO
Matias Leon Audaz,368303X,246805,RECHAZADO (Riesgo Salud/Financiero)
Lucho Zorro Salvage,123215X,678829,APROBADO
Sacha Perro Salvage,432824X,742363,APROBADO
Pepe Ballena Audaz,182990X,676150,APROBADO
Lucho Ballena Austral,718426X,197554,APROBADO
Juan Nutria Austral,920792X,477992,APROBADO
Coty Huemul Salvage,919774X,234402,APROBADO
Matias Ballena Rojo,36520X,537362,APROBADO
Coty Zorro Rojo,482621X,470852,APROBADO
Francisco Zorro Audaz,811726X,726324,APROBADO
Coty Ballena Noble,614188X,473242,APROBADO
Maria Huemul Sigiloso,163143X,127920,RECHAZADO (Riesgo Salud/Financiero)
Sacha Condor Audaz,741482X,664283,APROBADO
Coty Ballena Austral,816575X,22720,RECHAZADO (Riesgo Salud/Financiero)
Matias Gato Salvage,883295X,772468,APROBADO
Coty Nutria Veloz,775862X,883077,RECHAZADO (Riesgo Salud/Financiero)
Lucho Gato Noble,363286X,237017,APROBADO
Pancha Puma Noble,290196X,608140,APROBADO
Coty Leon Noble,532419X,239874,APROBADO
Juan Ballena Rojo,88759X,755188,RECHAZADO (Riesgo Salud/Financiero)
Sacha Perro Veloz,978386X,876701,APROBADO
Coty Leon Noble,107919X,47742,APROBADO
Francisco Gato Rojo,919768X,474763,APROBADO
Pancha Huemul Sigiloso,673994X,459620,APROBADO
Pancha Zorro Rojo,302236X,634913,APROBADO
Pancha Condor Noble,350936X,230673,APROBADO
Pepe Puma Veloz,610699X,424128,RECHAZADO (Riesgo Salud/Financiero)
Pancha Nutria Gigante,220740X,860955,APROBADO
Francisco Puma Rojo,942612X,714780,APROBADO
Sacha Puma Audaz,254561X,417537,APROBADO
Coty Gato Salvage,236708X,69080,APROBADO
Pepe Ballena Noble,642425X,65755,APROBADO
Francisco Perro Rojo,844528X,635938,APROBADO
Pancha Nutria Rojo,688910X,89956,APROBADO
Lucho Perro Audaz,864057X,818545,APROBADO
Francisco Puma Gigante,415993X,465662,APROBADO
Sacha Puma Audaz,368365X,733448,APROBADO
Pancha Gato Sigiloso,804624X,94764,APROBADO
Lucho Zorro Salvage,190335X,377357,APROBADO
Matias Puma Noble,323290X,514850,APROBADO
Francisco Nutria Rojo,839292X,581731,RECHAZADO (Riesgo Salud/Financiero)
Francisco Nutria Gigante,301734X,568145,APROBADO
Pancha Gato Salvage,437813X,344080,APROBADO
Matias Condor Veloz,956393X,852398,APROBADO
Sacha Leon Sigiloso,858338X,621589,APROBADO
Francisco Ballena Veloz,383688X,525756,APROBADO
Francisco Leon Noble,745880X,317911,APROBADO
Pepe Gato Noble,519137X,168543,APROBADO
Pancha Leon Gigante,195402X,265300,APROBADO
Pepe Perro Sigiloso,626678X,869495,RECHAZADO (Riesgo Salud/Financiero)
Juan Nutria Sigiloso,763445X,856318,RECHAZADO (Riesgo Salud/Financiero)
Lucho Ballena Veloz,949177X,317393,APROBADO
Francisco Leon Austral,792827X,201279,APROBADO
Pancha Huemul Veloz,138902X,390014,APROBADO
Pepe Zorro Rojo,845564X,809955,APROBADO
Juan Gato Veloz,602232X,328438,APROBADO
Sacha Zorro Gigante,687506X,618125,APROBADO
Lucho Nutria Audaz,747474X,36748,APROBADO
Sacha Ballena Veloz,393477X,553660,APROBADO
Pepe Leon Austral,335333X,894702,APROBADO
