Propietario,ID_Asociado,Modelo_Robot,Datos_Biometricos,Grabacion_Activa,Cifrado_Punto_a_Punto,Alerta_Sesgo_Algoritmico,Integracion_Holding
Usuario 243,1984X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 244,7684X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 245,5157X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 246,1626X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 247,1361X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 248,9492X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 249,2935X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 250,6233X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 251,8782X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 252,7911X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 253,7948X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 254,9697X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 255,8102X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 256,3628X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 257,5002X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 258,4017X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 259,9500X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 260,6446X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 261,1446X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 262,3841X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 263,9650X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 264,8342X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 265,3525X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 266,6269X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 267,5582X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 268,4387X,Guardian-Eye (Seguridad),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 269,9101X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 270,3416X,Guardian-Eye (Seguridad),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 271,9143X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 272,1377X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 273,4308X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 274,8552X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 275,2643X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 276,5242X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 277,6185X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 278,7977X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 279,2858X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 280,1944X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 281,3409X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 282,1266X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 283,1502X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 284,1339X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 285,9540X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 286,1840X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 287,2909X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 288,1104X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 289,7471X,Guardian-Eye (Seguridad),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 290,2948X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 291,8325X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 292,4469X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 293,2493X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 294,3928X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 295,8073X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 296,7030X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 297,8331X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 298,8863X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 299,3661X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 300,4748X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 301,8344X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 302,4553X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 303,2066X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 304,4886X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 305,3730X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 306,1147X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 307,1538X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 308,8690X,Guardian-Eye (Seguridad),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 309,9230X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 310,5976X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 311,4676X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 312,5830X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 313,4860X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 314,4788X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 315,2820X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 316,2697X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 317,5230X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 318,5454X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 319,9695X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 320,1286X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 321,5253X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 322,9327X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 323,7515X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 324,9235X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 325,6232X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 326,7663X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 327,2166X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 328,1909X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 329,9734X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 330,4647X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 331,8282X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 332,3879X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 333,1863X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 334,6537X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 335,2945X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 336,8889X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 337,6161X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 338,6891X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 339,9663X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 340,2754X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 341,8191X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 342,4358X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 343,1920X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 344,8760X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 345,3328X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 346,5874X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 347,3547X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 348,8356X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 349,1500X,Guardian-Eye (Seguridad),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 350,4037X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 351,1542X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 352,6361X,Guardian-Eye (Seguridad),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 353,2657X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 354,4275X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 355,1584X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 356,9389X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 357,4643X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 358,2601X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 359,7270X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 360,7916X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 361,5264X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 362,1284X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 363,3441X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 364,4482X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 365,1286X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 366,7243X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 367,7495X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 368,5196X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 369,9040X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 370,1427X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 371,7324X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 372,3963X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 373,6297X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 374,6240X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 375,6238X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 376,2049X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 377,3812X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 378,5118X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 379,2827X,Guardian-Eye (Seguridad),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 380,3915X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 381,9433X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 382,6471X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 383,4863X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 384,1063X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 385,9807X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 386,3434X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 387,7806X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 388,2689X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 389,7461X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 390,9682X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 391,7552X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 392,6015X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 393,1008X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 394,6272X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 395,8711X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 396,1827X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 397,9039X,Guardian-Eye (Seguridad),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 398,9061X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 399,9176X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 400,2001X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 401,5661X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 402,3287X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 403,5718X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 404,6696X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 405,2251X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 406,3515X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 407,8362X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 408,8214X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 409,8508X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 410,7869X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 411,1182X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 412,4602X,Guardian-Eye (Seguridad),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 413,2982X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 414,4799X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 415,9243X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 416,8082X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 417,9076X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 418,3443X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 419,1651X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 420,7038X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 421,2600X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 422,9726X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 423,2218X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 424,9960X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 425,4416X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 426,9227X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 427,4911X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 428,7910X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 429,8991X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 430,2647X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 431,9701X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 432,4594X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 433,3913X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 434,4992X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 435,4682X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 436,2251X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 437,1159X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 438,4999X,Guardian-Eye (Seguridad),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 439,2460X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 440,5548X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 441,5754X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 442,2770X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 443,4120X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 444,9935X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 445,6705X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 446,7124X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 447,3944X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 448,7073X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 449,2507X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 450,7108X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 451,6533X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 452,7012X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 453,3057X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 454,1926X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 455,4808X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 456,8927X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 457,1882X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 458,4076X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 459,3973X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 460,7341X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 461,3052X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 462,4170X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 463,3246X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 464,5982X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 465,4000X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 466,6433X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 467,6095X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 468,1230X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 469,1393X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 470,2355X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 471,1211X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 472,6090X,Guardian-Eye (Seguridad),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 473,2909X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 474,8454X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 475,2677X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 476,3234X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 477,5160X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 478,5937X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 479,5332X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 480,4989X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 481,2847X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 482,3518X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 483,9364X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 484,2352X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 485,9126X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 486,1715X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 487,8181X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
